R1;CUPS;Número (ID5);Póliza;Autoconsumo;CAU;Es servicios auxiliares;Coordenada X;Coordenada Y;Coordenada Z;Nudo;Provincia;Municipio;Parroquia/población;CT AA conectividad;Línea;Tramo;Fase;Tensión alimentación (kV);Tipo instalación (conexión);Pot. contratada (kW);Pot. máxima;Potencia instalada (adscrita) (kW);Tarifa;Tipo equipo medida;Fecha de instalación equipo de medida;Código CNAE;Casa cerrada;Fecha alta contrato;Fecha baja contrato;Observaciones;Coordenada X Z29;Coordenada Y Z29;Coordenada X Z31;Coordenada Y Z31;Sustituye a;Sustituido por;Inspección;CT AA manual;Excluido conectividad;Digitalizar;infra_id
R1-112;ES0157000010600396NN;KAM0026733815;10600396;;;;335669,355;4082830,04;439;0484385590LB368771372;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000448;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870483,094;4089314,715;-199649,519;4110086,234;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000010600397NJ0F;KAM0027613105;10600397;;;;335675,355;4082826,04;438;0484378774LB368771022;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000449;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870489,342;4089311,095;-199643,751;4110081,838;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000010600405NK0F;KAM0027612502;10600405;;;;335610,356;4082873,05;426;0484452690LB368775144;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000457;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870421,424;4089353,984;-199706,006;4110133,149;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000010600406NE;KAM0027613154;10600406;;;;335595,356;4082877,05;425;0484469599LB368775478;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000460;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870406,182;4089357,038;-199720,807;4110138,116;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000010600892BW;KAM0019248372;10600892;;;;335622,356;4082869,05;426;0484439145LB368774804;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000455;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870433,668;4089350,742;-199694,215;4110128,372;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000010600911BK0F;KAM0027613603;10600911;;;;335604,356;4082868,05;426;0484459311LB368774683;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000463;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870415,743;4089348,61;-199712,345;4110128,512;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000010600957JK0F;KAM0027612126;10600957;;;;335606,356;4082874,05;426;0484457198LB368775227;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000458;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;27/09/2021 20:44;;;870417,364;4089354,732;-199709,957;4110134,407;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000010601874FH0F;(error consulta Clientes);10601874;;;;335699,355;4082808,04;440;0484351468LB368769442;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000454;;0,23;Fachada;0;;;;;;;;;;;870514,46;4089294,616;-199620,805;4110062,248;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000010601906DG0F;KAM0027594797;10601906;;;;335593,356;4082872,05;426;0484471734LB368775024;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.P200000010;;0,23;Fachada;5,75;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870404,498;4089351,915;-199723,132;4110133,225;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000010601912DX0F;19592796;10601912;;;;335593,356;4082872,05;426;0484471734LB368775024;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.P200000010;;0,23;Fachada;5,75;;;2.0TD;MEC;;9820;0;31/05/2021 21:58;;;870404,498;4089351,915;-199723,132;4110133,225;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000010601965BV0F;29577446;10601965;;;;335653,355;4082850,04;432;0484403967LB368773146;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000439;;0,23;Fachada;2,3;;;2.0TD;MEC;;9820;0;31/05/2021 21:58;;;870465,845;4089333,695;-199664,309;4110107,324;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000010601966BH0F;KAM0019248347;10601966;;;;335687,355;4082830,04;438;0484365403LB368771403;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000436;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870501,082;4089315,848;-199631,453;4110085,091;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000010602054SZ0F;(error consulta Clientes);10602054;;;;335587,356;4082880,05;422,668;0484478637LB368775734;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000470;;0,23;Fachada;0;;;;;;;;;;;870397,998;4089359,532;-199728,646;4110141,635;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011500636FD;KAM0019150388;11500636;;;;335464,355;4082755,05;435;0484613873LB368764258;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000588;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870282,941;4089226,869;-199860,039;4110023,982;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011500637FX;KAM0019878182;11500637;;;;335467,355;4082748,05;435;0484610356LB368763632;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000586;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870286,38;4089220,062;-199857,472;4110016,766;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011500638FB;KAM0027613194;11500638;;;;335467,355;4082746,05;435;0484610313LB368763452;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000584;;0,23;Fachada;2,3;;;;SMT;;9820;0;31/05/2021 21:58;;;870286,506;4089218,063;-199857,599;4110014,758;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011500639FN;KAM0027594505;11500639;;;;335469,355;4082742,05;435;0484607983LB368763095;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000582;;0,23;Fachada;2,3;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870288,756;4089214,191;-199855,846;4110010,617;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011500645FH0F;KAM0020239306;11500645;;;;335472,355;4082757,05;435;0484604944LB368764452;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000597;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;02/02/2022 15:05;;;870290,81;4089229,371;-199851,882;4110025,482;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011500646FL;KAM0026733862;11500646;;;;335471,355;4082765,05;434;0484606239LB368765171;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000599;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870289,307;4089237,303;-199852,378;4110033,575;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011500647FC;KAM0027612991;11500647;;;;335469,355;4082768,05;434;0484608547LB368765438;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000601;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;23/12/2021 13:20;;;870287,12;4089240,175;-199854,195;4110036,713;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011600683XY;KAM0027594424;11600683;;;;335512,355;4082774,05;443;0484560453LB368766053;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000622;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870329,715;4089248,878;-199810,655;4110040,005;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011600687XX;KAM0026733776;11600687;;;;335553,355;4082684,05;456;0484512520LB368758016;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000800;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870376,354;4089161,514;-199775,217;4109947,069;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011600698XK;(error consulta Clientes);11600698;;;;335501,355;4082781,05;443;0484572941LB368766665;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000611;;0,23;Fachada;0;;;;;;;;;;;870318,282;4089255,181;-199821,251;4110047,729;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011600701BR;KAM0027594712;11600701;;;;335509,355;4082763,05;443;0484563579LB368765057;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000626;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870327,409;4089237,696;-199814,364;4110029,155;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011600702BW;KAM0026733908;11600702;;;;335510,355;4082760,05;443;0484562392LB368764788;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000628;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870328,598;4089234,761;-199813,551;4110026,08;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011600703BA;KAM0027613061;11600703;;;;335511,355;4082758,05;446;0484561227LB368764610;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000630;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;10/10/2022 12:20;;;870329,723;4089232,825;-199812,674;4110024,009;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011600704BG0F;KAM0027612729;11600704;;;;335511,355;4082719,05;445;0484560382LB368761096;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000804;;0,23;Fachada;2,3;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870332,177;4089193,849;-199815,15;4109984,865;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011600707BF0F;KAM0027614454;11600707;;;;335533,355;4082712,05;450;0484535557LB368760504;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000796;;0,23;Fachada;2,3;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870354,604;4089188,238;-199793,513;4109976,442;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011600708BP;KAM0027614036;11600708;;;;335535,355;4082707,05;451;0484533205LB368760057;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000795;;0,23;Fachada;4,6;;;2.0TD;SMT;;9820;0;04/07/2022 13:13;;;870356,918;4089183,367;-199791,823;4109971,297;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011600709BD;KAM0019150342;11600709;;;;335538,355;4082699,05;451;0484529667LB368759341;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000788;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870360,419;4089175,561;-199789,32;4109963,077;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011600711BB;KAM0027612854;11600711;;;;335545,355;4082685,05;451;0484521513LB368758092;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000790;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870368,296;4089162,01;-199783,183;4109948,581;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011600717BV;KAM0027594659;11600717;;;;335565,354;4082654,04;459;0484498413LB368755333;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000782;;0,23;Fachada;2,3;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870390,234;4089132,278;-199765,079;4109916,186;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011602009KK0F;KAM0030989740;11602009;;;;335550,958;4082689,44;457,25;0484515325LB368758497;Málaga;Ardales;;;112.LBT.D100000002;'7801057586308899661;;0,23;Fachada;4,6;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870373,619;4089166,75;-199777,281;4109952,631;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011602044TX0F;KAM0027614458;11602044;;;;335531,112;4082717,24;450;0484538185LB368760967;Málaga;Ardales;;;112.LBT.D100000002;'7801057586308902052;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;10/11/2021 13:36;;;870352,036;4089193,284;-199795,435;4109981,794;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011700720NQ;KAM0019150331;11700720;;;;335490,355;4082698,05;445,823;0484583477LB368759167;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000566;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870312,512;4089171,54;-199837,561;4109965,121;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011700723NL;KAM0027613151;11700723;;;;335495,355;4082687,05;449,3;0484577631LB368758185;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000558;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870318,201;4089160,862;-199833,241;4109953,762;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011700724NC;KAM0027614215;11700724;;;;335497,355;4082681,05;439;0484575258LB368757648;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000556;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870320,578;4089154,992;-199831,615;4109947,613;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011700725NK;KAM0027613810;11700725;;;;335499,355;4082678,05;446;0484572950LB368757381;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000554;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870322,765;4089152,119;-199829,798;4109944,475;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011700729JW;KAM0019878421;11700729;;;;335517,354;4082637,05;449;0484551875LB368753718;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000768;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870343,334;4089112,278;-199814,335;4109902,181;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011700732JM0F;KAM0027613783;11700732;;;;335522,354;4082627,05;461,635;0484546051LB368752826;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000766;;0,23;Fachada;4,6;;;2.0TD;SMT;;9820;0;07/07/2021 14:21;;;870348,96;4089102,599;-199809,952;4109891,826;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011700733JY0F;KAM0027613156;11700733;;;;335530,354;4082613,04;457;0484536776LB368751578;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000763;;0,23;Fachada;4,6;;;2.0TD;SMT;;9820;0;18/07/2022 11:45;;;870357,837;4089089,101;-199802,811;4109877,257;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011700734JF;KAM0019248504;11700734;;;;335492,355;4082709,05;440;0484581473LB368760162;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000573;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870313,819;4089182,66;-199834,856;4109976,034;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011700736JD0F;KAM0019150308;11700736;;;;335502,355;4082683,05;446;0484569694LB368757837;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000546;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;29/08/2022 11:04;;;870325,449;4089157,305;-199826,469;4109949,303;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011700739JN;15782300;11700739;;;;335508,355;4082671,05;446;0484562705LB368756766;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000552;;0,23;Fachada;3,45;;;;MEC;;9820;0;23/09/2009 22:41;;;870332,2;4089145,69;-199821,209;4109936,878;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011700740JJ;KAM0026733747;11700740;;;;335514,354;4082659,05;446;0484555717LB368755695;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000773;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870338,951;4089134,075;-199815,95;4109924,453;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011700741JZ;KAM0026733853;11700741;;;;335516,354;4082654,05;449;0484553366LB368755248;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000771;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;10/10/2022 12:25;;;870341,264;4089129,204;-199814,26;4109919,307;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011700742JS0F;KAM0019248278;11700742;;;;335520,354;4082647,05;449;0484548728LB368754624;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000770;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870345,702;4089122,46;-199810,689;4109912,027;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011700923KN;KAM0027613752;11700923;;;;335505,354;4082658,05;449;0484565789LB368755590;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000539;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870330,019;4089132,51;-199825,046;4109924,02;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011700964TF;KAM0019150249;11700964;;;;335526,354;4082620,05;457;0484541413LB368752202;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000765;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870353,398;4089095,855;-199806,381;4109884,546;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011701011WP;KAM0027614368;11701011;;;;335527,354;4082636,05;454;0484540639LB368753646;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000780;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;25/08/2022 15:26;;;870353,39;4089111,908;-199804,362;4109900,542;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011701127FD;KAM0027594377;11701127;;;;335514,354;4082658,05;449;0484555695LB368755605;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000772;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870339,014;4089133,076;-199816,013;4109923,449;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011701890VJ0F;KAM0027594404;11701890;;;;335499,355;4082693,05;445;0484573276LB368758733;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000550;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870321,821;4089167,11;-199828,845;4109959,531;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011702004EN0F;KAM0030989513;11702004;;;;335520,354;4082632,04;458,272;0484548403LB368753273;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000767;;0,23;Fachada;4,6;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870346,647;4089107,46;-199811,642;4109896,962;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011801930CA;19592790;11801930;;;;335542,354;4082633,05;457;0484523752LB368753401;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000777;;0,23;Fachada;3,45;;;2.0TD;MEC;;9820;0;31/05/2021 21:58;;;870368,57;4089109,854;-199789,497;4109896,579;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011900752SV;KAM0019150218;11900752;;;;335489,355;4082724,05;440;0484585163LB368761508;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000807;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;20/04/2022 11:21;;;870309,876;4089197,461;-199836,914;4109991,28;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011900756SK0F;KAM0019248386;11900756;;;;335451,355;4082701,05;438;0484627281LB368759370;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000707;;0,23;Fachada;4,6;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870273,348;4089172,084;-199876,515;4109970,608;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011900757SE;KAM0027613076;11900757;;;;335450,355;4082700,05;438;0484628381LB368759278;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000706;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870272,411;4089171,022;-199877,582;4109969,668;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011900758QT;KAM0027614467;11900758;;;;335435,355;4082691,05;438;0484645008LB368758441;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000695;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870257,987;4089161,083;-199893,209;4109961,587;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011900759QR;KAM0027612438;11900759;;;;335506,355;4082722,05;447,888;0484566054LB368761358;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000805;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870326,992;4089196,533;-199819,978;4109988,194;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011900760QW;KAM0020239481;11900760;;;;335502,355;4082722,05;445;0484570540LB368761351;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000806;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870322,994;4089196,281;-199823,993;4109988,448;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011900762QG;KAM0027612653;11900762;;;;335476,355;4082711,05;440;0484599460LB368760314;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000682;;0,23;Fachada;4,6;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870297,703;4089183,651;-199850,788;4109979,058;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011900763QM0F;KAM0027594570;11900763;;;;335472,355;4082707,05;438;0484603860LB368759947;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000680;;0,23;Fachada;3,45;;;2.0TD;SMT;;820;0;31/05/2021 21:58;;;870293,957;4089179,402;-199855,057;4109975,297;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011900765QF;KAM0026733874;11900765;;;;335463,355;4082702,05;438;0484613845LB368759481;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000676;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870285,277;4089173,839;-199864,407;4109970,85;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011900767QD;KAM0027594437;11900767;;;;335453,355;4082695,05;438;0484624908LB368758833;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000686;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870275,724;4089166,214;-199874,889;4109964,459;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011900768QX;KAM0027613881;11900768;;;;335437,355;4082687,05;438;0484642678LB368758084;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000693;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870260,238;4089157,212;-199891,456;4109957,445;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011901908CT0F;19592834;11901908;;;;335474,355;4082717,05;440;0484601833LB368760851;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.XX00000046;;0,23;Fachada;4,6;;;2.0TD;MEC;;9820;0;02/06/2022 13:24;;;870295,326;4089189,522;-199852,414;4109985,207;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000012000777VS;KAM0026733943;12000777;;;;335406,355;4082724,05;432;0484678247LB368761364;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000747;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870226,928;4089192,237;-199920,221;4109996,55;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000012000778VQ;KAM0027612182;12000778;;;;335406,355;4082710,05;432;0484677943LB368760102;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000744;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870227,809;4089178,246;-199921,11;4109982,498;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000012000779VV;11945212;12000779;;;;335408,355;4082705,05;434,315;0484675592LB368759655;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000740;;0,23;Fachada;3,45;;;;MEC;;9820;0;01/04/2016 10:32;;;870230,123;4089173,375;-199919,42;4109977,353;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000012000780VH;KAM0027612231;12000780;;;;335408,355;4082701,05;434;0484675505LB368759295;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000738;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870230,375;4089169,378;-199919,674;4109973,338;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000012000781VL;KAM0027614053;12000781;;;;335413,355;4082689,05;434;0484669637LB368758222;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000736;;0,23;Fachada;3,45;;;2.0TD;SMT;;820;0;04/07/2022 12:27;;;870236,127;4089157,7;-199915,418;4109960,976;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000012000782VC;KAM0019878455;12000782;;;;335414,355;4082685,05;434;0484668429LB368757864;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000734;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870237,378;4089153,765;-199914,668;4109956,898;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000012000784VE0F;KAM0027613522;12000784;;;;335421,355;4082665,05;438;0484660144LB368756074;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000721;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870245,632;4089134,218;-199908,912;4109936,379;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000012000785HT0F;KAM0019878257;12000785;;;;335422,355;4082660,05;438;0484658914LB368755625;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000723;;0,23;Fachada;2,3;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870246,946;4089129,284;-199908,226;4109931,297;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000012000786HR;KAM0027614515;12000786;;;;335424,355;4082652,05;448;0484656498LB368754908;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000727;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870249,449;4089121,415;-199906,726;4109923,141;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000012000787HW;KAM0027612042;12000787;;;;335425,355;4082649,05;448;0484655311LB368754639;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000729;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870250,637;4089118,48;-199905,913;4109920,066;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000012000788HA;(error consulta Clientes);12000788;;;;335425,355;4082647,05;448;0484655268LB368754459;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000730;;0,23;Fachada;0;;;;;;;;;;;870250,763;4089116,481;-199906,04;4109918,059;;;;CT28 DEPOSITO AGUA;;;
